subject_ID	JHU_Vol_1	JHU_Vol_2	JHU_Vol_3	JHU_Vol_4	JHU_Vol_5	JHU_Vol_6	JHU_Vol_7	JHU_Vol_8	JHU_Vol_9	JHU_Vol_10	JHU_Vol_11	JHU_Vol_12	JHU_Vol_13	JHU_Vol_14	JHU_Vol_15	JHU_Vol_16	JHU_Vol_17	JHU_Vol_18	JHU_Vol_19	JHU_Vol_20	JHU_Vol_21	JHU_Vol_22	JHU_Vol_23	JHU_Vol_24	JHU_Vol_25	JHU_Vol_26	JHU_Vol_27	JHU_Vol_28	JHU_Vol_29	JHU_Vol_30	JHU_Vol_31	JHU_Vol_32	JHU_Vol_33	JHU_Vol_34	JHU_Vol_35	JHU_Vol_36	JHU_Vol_37	JHU_Vol_38	JHU_Vol_39	JHU_Vol_40	JHU_Vol_41	JHU_Vol_42	JHU_Vol_43	JHU_Vol_44	JHU_Vol_45	JHU_Vol_46	JHU_Vol_47	JHU_Vol_48	JHU_Tracts_1	JHU_Tracts_2	JHU_Tracts_3	JHU_Tracts_4	JHU_Tracts_5	JHU_Tracts_6	JHU_Tracts_7	JHU_Tracts_8	JHU_Tracts_9	JHU_Tracts_10	JHU_Tracts_11	JHU_Tracts_12	JHU_Tracts_13	JHU_Tracts_14	JHU_Tracts_15	JHU_Tracts_16	JHU_Tracts_17	JHU_Tracts_18	JHU_Tracts_19	JHU_Tracts_20
sub2609	0.6507248878479004	0.7786179780960083	0.5172048211097717	0.5265501141548157	0.45969444513320923	0.22884121537208557	0.7505187392234802	0.7590072154998779	0.6321079730987549	0.6673107743263245	0.5507934093475342	0.5804061889648438	0.3655807673931122	0.3841838538646698	0.6268603801727295	0.6570748090744019	0.641175389289856	0.6105396747589111	0.6993067860603333	0.7455289363861084	0.6515145897865295	0.6466779708862305	0.7419374585151672	0.7346373796463013	0.6462409496307373	0.6948496699333191	0.5692585110664368	0.5461856126785278	0.631374716758728	0.5443024039268494	0.6645688414573669	0.6424843668937683	0.41970330476760864	0.5035361647605896	0.5770775675773621	0.5065028071403503	0.4534594714641571	0.3865708112716675	0.35488250851631165	0.43999984860420227	0.5857208371162415	0.6082327365875244	0.5954706072807312	0.6043480038642883	0.4118896424770355	0.4333382844924927	0.33965003490448	0.22887559235095978	0.4423265755176544	0.4181937277317047	0.5240417122840881	0.5165659785270691	0.38278433680534363	0.42236530780792236	0.25676989555358887	0.2923065721988678	0.3593404293060303	0.3952529728412628	0.39637690782546997	0.4110375940799713	0.33362820744514465	0.3842816650867462	0.34514209628105164	0.323804646730423	0.3298974633216858	0.2649492621421814	0.3590884208679199	0.48170748353004456
sub1670	0.5638361573219299	0.6970757246017456	0.5216289758682251	0.47342509031295776	0.5129064321517944	0.24769829213619232	0.674813985824585	0.672782301902771	0.5858609676361084	0.578026533126831	0.5147808790206909	0.5175464749336243	0.3608701825141907	0.3468450605869293	0.5572983026504517	0.5639739036560059	0.5131112337112427	0.4566514492034912	0.5896526575088501	0.5737012028694153	0.5629534125328064	0.5386220812797546	0.6269716620445251	0.6243053674697876	0.5937090516090393	0.5868903994560242	0.6000245809555054	0.5668871998786926	0.5625240802764893	0.5325307250022888	0.5495447516441345	0.5080878734588623	0.3361337184906006	0.3287270963191986	0.45676401257514954	0.4100574553012848	0.29046472907066345	0.2672487199306488	0.2963855564594269	0.36065801978111267	0.5807322263717651	0.5905136466026306	0.5107839703559875	0.47542884945869446	0.2857554852962494	0.25027650594711304	0.34042179584503174	0.24645142257213593	0.3578713834285736	0.3605499565601349	0.4360729157924652	0.45148152112960815	0.3183326721191406	0.35249096155166626	0.17637941241264343	0.19424134492874146	0.2658913731575012	0.3392229974269867	0.3104577958583832	0.32969939708709717	0.27172720432281494	0.28910478949546814	0.29983288049697876	0.30636271834373474	0.24202515184879303	0.21103699505329132	0.2939954698085785	0.45458096265792847
sub2717	0.9027711749076843	1.1411046981811523	0.7389793395996094	0.7389857172966003	0.7942662835121155	0.27359017729759216	1.0658665895462036	1.0731574296951294	0.8531383275985718	0.877554178237915	0.6728450655937195	0.6911105513572693	0.5293291807174683	0.5097664594650269	0.8300197124481201	0.8664709329605103	0.7741101384162903	0.7117433547973633	0.8986690640449524	0.9078372716903687	0.8430394530296326	0.8655948042869568	0.9041960835456848	0.9178668856620789	0.8526105880737305	0.8211901783943176	0.9081544876098633	0.8712372183799744	0.9037051200866699	0.8449245095252991	0.816693902015686	0.7434788346290588	0.5759705901145935	0.5679070353507996	0.673639178276062	0.6080437898635864	0.49880293011665344	0.4703804850578308	0.4621838629245758	0.5700074434280396	0.8410005569458008	0.858343243598938	0.7474715113639832	0.7091276049613953	0.6106889843940735	0.4923013150691986	0.5339347720146179	0.3762238621711731	0.533565104007721	0.5134646892547607	0.6268993616104126	0.6206231713294983	0.4670833349227905	0.4995427131652832	0.31894034147262573	0.34297704696655273	0.484210342168808	0.46564680337905884	0.49201256036758423	0.5124949812889099	0.427264004945755	0.4573112726211548	0.4188517928123474	0.4155479073524475	0.3923570513725281	0.3431095778942108	0.4594700038433075	0.558311402797699
sub358	0.7922645807266235	1.0256339311599731	0.775816798210144	0.8024671673774719	0.8115515112876892	0.46806561946868896	0.9602476358413696	0.935883641242981	0.8520622253417969	0.8429265022277832	0.7142740488052368	0.687416672706604	0.5307843685150146	0.5214828252792358	0.8055765628814697	0.8189692497253418	0.7098965048789978	0.6436774134635925	0.8257101774215698	0.8056482672691345	0.7679784297943115	0.726125180721283	0.8871142268180847	0.8812736868858337	0.8894193768501282	0.8860418796539307	0.8466971516609192	0.8291760683059692	0.7857040762901306	0.7581680417060852	0.7601728439331055	0.7072524428367615	0.44251903891563416	0.4501935839653015	0.6881734728813171	0.6616464853286743	0.38354629278182983	0.3526008427143097	0.4086177945137024	0.4655982553958893	0.8432793617248535	0.8573707938194275	0.729381263256073	0.6917341947555542	0.3311183452606201	0.27697044610977173	0.4590144157409668	0.3122909665107727	0.5166574120521545	0.5167352557182312	0.6301757097244263	0.6703056693077087	0.4999036192893982	0.5177254676818848	0.28150343894958496	0.29590022563934326	0.474350243806839	0.4896927773952484	0.4390958845615387	0.46421507000923157	0.4041924774646759	0.42343541979789734	0.44412264227867126	0.4560092091560364	0.3219658434391022	0.2744681239128113	0.43151989579200745	0.6031752824783325
sub2949	0.7723955512046814	0.9620356559753418	0.5592193007469177	0.5734876394271851	0.6109890937805176	0.2766380310058594	0.9049581289291382	0.9403806328773499	0.7535289525985718	0.7798519730567932	0.6243478059768677	0.6601830720901489	0.4447351098060608	0.4482276737689972	0.7582218050956726	0.7945188283920288	0.7001326680183411	0.6678757071495056	0.8328758478164673	0.8409256339073181	0.7375183701515198	0.741993248462677	0.793090283870697	0.8394700884819031	0.7781962752342224	0.7511281371116638	0.7377628087997437	0.7897934317588806	0.6893537640571594	0.7054224610328674	0.7423503398895264	0.7226803302764893	0.4682023227214813	0.48048028349876404	0.5727553367614746	0.6006973385810852	0.38489896059036255	0.39385032653808594	0.41492700576782227	0.5085963606834412	0.7723073363304138	0.7777626514434814	0.659919023513794	0.6340566873550415	0.41219455003738403	0.37328535318374634	0.38539937138557434	0.3277888298034668	0.4954487383365631	0.46934765577316284	0.5993244647979736	0.6019111275672913	0.4453606605529785	0.4451068937778473	0.23958922922611237	0.24567095935344696	0.38060593605041504	0.4314846992492676	0.425717830657959	0.4459225535392761	0.3749372661113739	0.3954843282699585	0.39279505610466003	0.40661272406578064	0.32298731803894043	0.26496002078056335	0.4192225933074951	0.5173240900039673
sub944																																																																				
sub1076	0.6731852889060974	0.8463350534439087	0.5273331999778748	0.588207483291626	0.5361690521240234	0.255532830953598	0.8204415440559387	0.8280431032180786	0.6590034365653992	0.6751478910446167	0.5775112509727478	0.5846350789070129	0.44166481494903564	0.448060542345047	0.7057071924209595	0.7359687685966492	0.6068615913391113	0.5547608137130737	0.7104533314704895	0.7188076972961426	0.646256685256958	0.6432775259017944	0.6615316867828369	0.6582464575767517	0.7117143273353577	0.6830351948738098	0.6449784636497498	0.6199795007705688	0.5873902440071106	0.5929048657417297	0.6514742970466614	0.5914570689201355	0.38510796427726746	0.40698227286338806	0.4970713257789612	0.5074349641799927	0.32529035210609436	0.31809934973716736	0.34456777572631836	0.43607988953590393	0.6656620502471924	0.6760604977607727	0.579292356967926	0.538550615310669	0.3114636242389679	0.37419962882995605	0.323154479265213	0.22194451093673706	0.4194071590900421	0.41738781332969666	0.5200510621070862	0.5266551971435547	0.3592582046985626	0.38566628098487854	0.21519213914871216	0.22819408774375916	0.3143903315067291	0.34126484394073486	0.34489676356315613	0.35720184445381165	0.3099190890789032	0.3315037786960602	0.33893096446990967	0.33700987696647644	0.27290788292884827	0.2271740436553955	0.37143051624298096	0.45877957344055176
sub1075	0.8025655746459961	0.927204966545105	0.6442607641220093	0.613113284111023	0.5654770731925964	0.3152989447116852	0.8851354718208313	0.8957676291465759	0.7562651038169861	0.7548978328704834	0.6683130264282227	0.6752726435661316	0.4745950698852539	0.45580941438674927	0.7186973690986633	0.7566308379173279	0.6137195229530334	0.5593699812889099	0.7474033236503601	0.7581480145454407	0.7263954281806946	0.7226060628890991	0.7757071256637573	0.7700383067131042	0.7485581040382385	0.7697427868843079	0.7258663177490234	0.7176620364189148	0.6865247488021851	0.6765316128730774	0.7324894666671753	0.6643714904785156	0.4103006422519684	0.44911500811576843	0.5874875783920288	0.5554860830307007	0.3794422447681427	0.3887135982513428	0.40249666571617126	0.5121451020240784	0.7336905002593994	0.7569282650947571	0.6150643825531006	0.610905110836029	0.446397602558136	0.4638895094394684	0.3892507255077362	0.2780323922634125	0.464537650346756	0.45208239555358887	0.5771223902702332	0.5937178134918213	0.40821588039398193	0.4352772533893585	0.23780441284179688	0.2593313753604889	0.3587808609008789	0.4296809732913971	0.38874319195747375	0.4084744453430176	0.37063321471214294	0.3956599235534668	0.37370041012763977	0.36468705534935	0.3141743838787079	0.2703951299190521	0.4027474522590637	0.5603926181793213
sub863																																																																				
sub1078	0.6047360301017761	0.7204357385635376	0.6644448041915894	0.6305407285690308	0.7295544743537903	0.25289854407310486	0.6804507970809937	0.6982224583625793	0.5978553891181946	0.6215817928314209	0.5271280407905579	0.5449920892715454	0.3842752277851105	0.4002801775932312	0.6325670480728149	0.6449087858200073	0.6335645914077759	0.5749944448471069	0.6974225044250488	0.6984499096870422	0.695239782333374	0.6758868098258972	0.8016326427459717	0.7919233441352844	0.7136034369468689	0.7206834554672241	0.7422323226928711	0.7532485127449036	0.7380396127700806	0.7071546912193298	0.7031351327896118	0.6452381610870361	0.45493173599243164	0.47080662846565247	0.5812187790870667	0.5772238969802856	0.42178022861480713	0.3689437508583069	0.36590126156806946	0.4502605199813843	0.7462354302406311	0.726203203201294	0.6003528237342834	0.5762269496917725	0.39224743843078613	0.3629288375377655	0.47136083245277405	0.3452397882938385	0.43990039825439453	0.4219030737876892	0.4874841272830963	0.5075238943099976	0.45509079098701477	0.4459992051124573	0.26616334915161133	0.28949716687202454	0.42146894335746765	0.41043558716773987	0.4109726548194885	0.4346364438533783	0.3527957499027252	0.3787766993045807	0.3578086495399475	0.3610430955886841	0.315603107213974	0.26339778304100037	0.3382900655269623	0.4738716185092926
